College Name,Branch,Parent Branch,STATE,Campus,CLOSING,proximity,Placement ,priority_Placment,Coding_Culture,Priority_CC,Cultural_Activity,Priority_CA,Higher Education,priority_Higher_Edu,Brand_Value,Priority_BV,Entrepreneurship_Culture,Priority_ECell,Total,CLOSING
IIT PATNA,CIVIL ENGINEERING,CIVIL ENGINEERING,Bihar,70,15295,,31,,256,,60,,70,,70,,70,,,15295
IIT PATNA,METALLURGICAL & MATERIALS ENGINEERING,METALLURGICAL ENGINEERING,Bihar,70,16253,,30,,256,,60,,70,,70,,70,,,16253
IIT ROORKEE,COMPUTER SCIENCE AND ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,Uttarakhand,80,412,,80,,270,,80,,80,,80,,80,,,412
IIT ROORKEE,MATHEMATICS ,BASIC SCIENCES,Uttarakhand,80,1523,,75,,270,,80,,80,,80,,80,,,1523
IIT ROORKEE,ELECTRONICS & ELECTRICAL COMMUNICATION ENGG.,ELECTRONICS & ELECTRICAL COMMUNICATION ENGG.,Uttarakhand,80,1429,,65,,270,,80,,80,,80,,80,,,1429
IIT ROORKEE,ELECTRICAL ENGINEERING,ELECTRICAL ENGINEERING,Uttarakhand,80,2037,,63,,270,,80,,80,,80,,80,,,2037
IIT ROORKEE,METALLURGICAL & MATERIALS ENGINEERING,METALLURGICAL ENGINEERING,Uttarakhand,80,7945,,53,,270,,80,,80,,80,,80,,,7945
IIT ROORKEE,CHEMICAL ENGINEERING,MECHANICAL ENGINEERING,Uttarakhand,80,5015,,48,,270,,80,,80,,80,,80,,,5015
IIT ROORKEE,CIVIL ENGINEERING,CIVIL ENGINEERING,Uttarakhand,80,7100,,48,,270,,80,,80,,80,,80,,,7100
IIT ROORKEE,ENGINEERING PHYSICS ,BASIC SCIENCES,Uttarakhand,80,4535,,48,,270,,80,,80,,80,,80,,,4535
IIT ROORKEE,PRODUCTION ENGINEERING,MECHANICAL ENGINEERING,Uttarakhand,80,5880,,48,,270,,80,,80,,80,,80,,,5880
IIT ROORKEE,EARTH SCIENCE,BASIC SCIENCES,Uttarakhand,80,9824,,48,,270,,80,,80,,80,,80,,,9824
IIT ROORKEE,BIOTECHNOLOGY,BIOTECHNOLOGY ,Uttarakhand,80,8689,,43,,270,,80,,80,,80,,80,,,8689
IIT ROORKEE,MECHANICAL ENGINEERING,MECHANICAL ENGINEERING,Uttarakhand,80,3854,,43,,270,,80,,80,,80,,80,,,3854
IIT ROORKEE,CHEMISTRY,BASIC SCIENCES,Uttarakhand,80,12928,,25,,270,,80,,80,,80,,80,,,12928
IIT ROPAR,MATHEMATICS AND COMPUTING,COMPUTER SCIENCE AND ENGINEERING,Punjab,75,3082,,77,,128,,60,,70,,70,,70,,,3082
IIT ROPAR,ELECTRICAL ENGINEERING,ELECTRICAL ENGINEERING,Punjab,70,5832,,70,,128,,60,,70,,70,,70,,,5832
IIT ROPAR,MECHANICAL ENGINEERING,MECHANICAL ENGINEERING,Punjab,70,8926,,58,,128,,60,,70,,70,,70,,,8926
IIT ROPAR,CHEMICAL ENGINEERING,MECHANICAL ENGINEERING,Punjab,70,11041,,45,,128,,60,,70,,70,,70,,,11041
IIT ROPAR,CIVIL ENGINEERING,CIVIL ENGINEERING,Punjab,70,13078,,43,,128,,60,,70,,70,,70,,,13078
IIT ROPAR,COMPUTER SCIENCE AND ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,Punjab,70,1859,,36,,128,,60,,70,,70,,70,,,1859
IIT TIRUPATI,COMPUTER SCIENCE AND ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,Andhra Pradesh,75,3701,,63,,78,,60,,70,,70,,70,,,3701
IIT TIRUPATI,ELECTRICAL ENGINEERING,ELECTRICAL ENGINEERING,Andhra Pradesh,75,8826,,41,,78,,60,,70,,70,,70,,,8826
IIT TIRUPATI,CIVIL ENGINEERING,CIVIL ENGINEERING,Andhra Pradesh,75,16658,,33,,78,,60,,70,,70,,70,,,16658
IIT TIRUPATI,CHEMICAL ENGINEERING,MECHANICAL ENGINEERING,Andhra Pradesh,75,14593,,31,,78,,60,,70,,70,,70,,,14593
IIT TIRUPATI,MECHANICAL ENGINEERING,MECHANICAL ENGINEERING,Andhra Pradesh,75,12150,,31,,78,,60,,70,,70,,70,,,12150
IIT DELHI,BIOTECHNOLOGY AND BIOCHEMICAL,BIOTECHNOLOGY ,DELHI,95,5687,,50,,204,,95,,100,,100,,100,,,
IIT DELHI,CHEMICAL ENGINEERING,MECHANICAL ENGINEERING,DELHI,95,2365,,60,,204,,95,,100,,100,,100,,,
IIT DELHI,CIVIL ENGINEERING,CIVIL ENGINEERING,DELHI,95,4472,,55,,204,,95,,100,,100,,100,,,
IIT DELHI,COMPUTER SCIENCE AND ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,DELHI,95,118,,135,,204,,95,,100,,100,,100,,,
IIT DELHI,ELECTRICAL ENGINEERING,ELECTRICAL ENGINEERING,DELHI,95,582,,100,,204,,95,,100,,100,,100,,,
IIT DELHI,ELECTRICAL ENGINEERING(POWER AND AUTOMATION),ELECTRONICS & ELECTRICAL COMMUNICATION ENGG.,DELHI,95,828,,100,,204,,95,,100,,100,,100,,,
IIT DELHI,PHYSICS ,BASIC SCIENCES,DELHI,95,2783,,50,,204,,95,,100,,100,,100,,,
IIT DELHI,MATHEMATICS AND COMPUTING ,COMPUTER SCIENCE AND ENGINEERING,DELHI,95,352,,125,,204,,95,,100,,100,,100,,,
IIT DELHI,MECHANICAL ENGINEERING,MECHANICAL ENGINEERING,DELHI,95,1791,,60,,204,,95,,100,,100,,100,,,
IIT DELHI,PRODUCTION ENGINEERING,MECHANICAL ENGINEERING,DELHI,95,3273,,58,,204,,95,,100,,100,,100,,,
IIT DELHI,TEXTILE TECHNOLOGY,MECHANICAL ENGINEERING,DELHI,95,6690,,54,,204,,95,,100,,100,,100,,,
IIT DELHI,METALLURGICAL & MATERIALS ENGINEERING ,METALLURGICAL ENGINEERING,DELHI,95,4055,,48,,204,,95,,100,,100,,100,,,
IIT DELHI,ENERGY ENGINEERING ,MECHANICAL ENGINEERING,DELHI,95,2910,,50,,204,,95,,100,,100,,100,,,
IIT DELHI,CHEMICAL ENGINEERING (DUAL),MECHANICAL ENGINEERING,DELHI,95,4362,,60,,204,,95,,100,,100,,100,,,
IIT DELHI,MATHEMATICS AND COMPUTING (DUAL),COMPUTER SCIENCE AND ENGINEERING,DELHI,95,429,,125,,204,,95,,100,,100,,100,,,
IIT DELHI,COMPUTER SCIENCE AND ENGINEERING(DUAL),COMPUTER SCIENCE AND ENGINEERING,DELHI,95,185,,135,,204,,95,,100,,100,,100,,,
